code;nom;categorie;type_unite;prix_achat;prix_comprime;prix_plaquette;prix_flacon;comprimes_par_plaquette;quantite_stock;stock_a_ajouter;seuil_alerte;date_expiration;description
MED-0505;Losartan 875mg (ref 505);Ophtalmologie;comprime_plaquette;558;796;23880;0;30;205;0;14;2027-06-12;Vente par comprimé ou plaquette — import catalogue
MED-0506;Amlodipine 100mg (ref 506);Pédiatrie;comprime_plaquette;773;1159;27816;0;24;207;0;26;2028-02-11;Vente par comprimé ou plaquette — import catalogue
MED-0507;Prednisolone 500mg (ref 507);Gynécologie;comprime_plaquette;803;1555;15550;0;10;450;0;30;2028-02-07;Vente par comprimé ou plaquette — import catalogue
MED-0508;Fer 875mg (ref 508);Antihistaminiques;comprime_plaquette;768;1304;24105;0;20;669;0;23;2028-10-19;Vente par comprimé ou plaquette — import catalogue
MED-0509;Diclofénac 500mg (ref 509);Cardiologie;comprime_plaquette;537;896;13440;0;15;410;0;21;2028-01-04;Vente par comprimé ou plaquette — import catalogue
MED-0510;Oméprazole 250mg (ref 510);Antibiotiques;comprime_plaquette;352;717;20493;0;30;603;0;19;2027-07-29;Vente par comprimé ou plaquette — import catalogue
MED-0511;Sirop paracétamol 120ml #511;Sirops;flacon;4332;0;0;7362;0;28;0;29;2027-05-26;Vente par flacon — import catalogue
MED-0512;Amlodipine 1000mg (ref 512);Vitamines;comprime_plaquette;448;824;18909;0;24;234;0;29;2027-08-24;Vente par comprimé ou plaquette — import catalogue
MED-0513;Tramadol 100mg (ref 513);Antipaludéens;comprime_plaquette;2251;3316;48205;0;15;668;0;18;2028-04-21;Vente par comprimé ou plaquette — import catalogue
MED-0514;Oméprazole 200mg (ref 514);Dermatologie;comprime_plaquette;54;119;1695;0;15;34;0;15;2028-08-29;Vente par comprimé ou plaquette — import catalogue
MED-0515;Doxycycline 250mg (ref 515);Antihypertenseurs;comprime_plaquette;74;116;2715;0;24;372;0;14;2027-07-15;Vente par comprimé ou plaquette — import catalogue
MED-0516;Metronidazole 50mg (ref 516);Antidiabétiques;comprime_plaquette;1360;2511;46386;0;20;317;0;19;2028-08-18;Vente par comprimé ou plaquette — import catalogue
MED-0517;Diclofénac 10mg (ref 517);Antiseptiques;comprime_plaquette;1343;1876;22512;0;12;370;0;20;2028-03-06;Vente par comprimé ou plaquette — import catalogue
MED-0518;Lotion cutanée 100ml #518;Dermatologie;flacon;1475;0;0;8151;0;56;0;5;2027-10-24;Vente par flacon — import catalogue
MED-0519;Chloroquine 100mg (ref 519);Gastro;comprime_plaquette;1418;3106;31060;0;10;146;0;16;2028-12-30;Vente par comprimé ou plaquette — import catalogue
MED-0520;Amoxicilline 50mg (ref 520);Ophtalmologie;comprime_plaquette;781;1147;27528;0;24;628;0;6;2029-01-10;Vente par comprimé ou plaquette — import catalogue
MED-0521;Metronidazole 250mg (ref 521);Pédiatrie;comprime_plaquette;1417;2925;23400;0;8;146;0;22;2027-11-18;Vente par comprimé ou plaquette — import catalogue
MED-0522;Amlodipine 100mg (ref 522);Gynécologie;comprime_plaquette;1932;2947;28104;0;10;123;0;26;2028-08-18;Vente par comprimé ou plaquette — import catalogue
MED-0523;Artéméther 5mg (ref 523);Antihistaminiques;comprime_plaquette;1458;2970;59400;0;20;127;0;21;2028-11-26;Vente par comprimé ou plaquette — import catalogue
MED-0524;Metronidazole 875mg (ref 524);Cardiologie;comprime_plaquette;1596;3314;24814;0;8;289;0;21;2027-09-27;Vente par comprimé ou plaquette — import catalogue
MED-0525;Collyre 120ml #525;Ophtalmologie;flacon;3681;0;0;4856;0;42;0;10;2027-04-14;Vente par flacon — import catalogue
MED-0526;Céfixime 200mg (ref 526);Antalgiques;comprime_plaquette;2129;2918;29180;0;10;22;0;5;2029-01-20;Vente par comprimé ou plaquette — import catalogue
MED-0527;Ibuprofène 500mg (ref 527);Vitamines;comprime_plaquette;1594;2451;68177;0;30;543;0;7;2027-06-16;Vente par comprimé ou plaquette — import catalogue
MED-0528;Artéméther 400mg (ref 528);Antipaludéens;comprime_plaquette;694;1312;19385;0;15;60;0;14;2028-03-07;Vente par comprimé ou plaquette — import catalogue
MED-0529;Cotrimoxazole 1000mg (ref 529);Dermatologie;comprime_plaquette;1514;3125;46875;0;15;66;0;5;2027-07-24;Vente par comprimé ou plaquette — import catalogue
MED-0530;Cotrimoxazole 100mg (ref 530);Antihypertenseurs;comprime_plaquette;1123;1564;18768;0;12;294;0;28;2027-06-08;Vente par comprimé ou plaquette — import catalogue
MED-0531;Fer 1000mg (ref 531);Antidiabétiques;comprime_plaquette;322;566;5660;0;10;298;0;17;2029-02-08;Vente par comprimé ou plaquette — import catalogue
MED-0532;Solution buvable 200ml #532;Pédiatrie;flacon;4076;0;0;4954;0;26;0;8;2027-07-18;Vente par flacon — import catalogue
MED-0533;Fluconazole 250mg (ref 533);Sirops;comprime_plaquette;361;752;22560;0;30;514;0;30;2028-10-07;Vente par comprimé ou plaquette — import catalogue
MED-0534;Cotrimoxazole 200mg (ref 534);Gastro;comprime_plaquette;1467;2603;26030;0;10;49;0;26;2027-07-16;Vente par comprimé ou plaquette — import catalogue
MED-0535;Amlodipine 200mg (ref 535);Ophtalmologie;comprime_plaquette;1038;1784;13878;0;8;32;0;27;2029-01-27;Vente par comprimé ou plaquette — import catalogue
MED-0536;Losartan 5mg (ref 536);Pédiatrie;comprime_plaquette;1248;2414;57936;0;24;366;0;21;2028-08-21;Vente par comprimé ou plaquette — import catalogue
MED-0537;Fluconazole 5mg (ref 537);Gynécologie;comprime_plaquette;1214;1872;14192;0;8;712;0;25;2028-04-02;Vente par comprimé ou plaquette — import catalogue
MED-0538;Ciprofloxacine 10mg (ref 538);Antihistaminiques;comprime_plaquette;146;323;6460;0;20;537;0;20;2028-07-24;Vente par comprimé ou plaquette — import catalogue
MED-0539;Solution antiseptique 100ml #539;Antiseptiques;flacon;1106;0;0;7655;0;67;0;15;2027-11-06;Vente par flacon — import catalogue
MED-0540;Vitamine B 875mg (ref 540);Antibiotiques;comprime_plaquette;1124;2176;17408;0;8;432;0;12;2027-05-24;Vente par comprimé ou plaquette — import catalogue
MED-0541;Metformine 200mg (ref 541);Antalgiques;comprime_plaquette;1430;2447;73410;0;30;477;0;15;2027-07-04;Vente par comprimé ou plaquette — import catalogue
MED-0542;Amlodipine 250mg (ref 542);Vitamines;comprime_plaquette;1005;1752;14016;0;8;20;0;7;2028-11-12;Vente par comprimé ou plaquette — import catalogue
MED-0543;Diclofénac 875mg (ref 543);Antipaludéens;comprime_plaquette;1230;2403;48060;0;20;369;0;16;2027-04-29;Vente par comprimé ou plaquette — import catalogue
MED-0544;Chloroquine 200mg (ref 544);Dermatologie;comprime_plaquette;1628;2394;28728;0;12;753;0;26;2028-03-11;Vente par comprimé ou plaquette — import catalogue
MED-0545;Fluconazole 200mg (ref 545);Antihypertenseurs;comprime_plaquette;338;499;3781;0;8;668;0;30;2027-12-28;Vente par comprimé ou plaquette — import catalogue
MED-0546;Gouttes auriculaires 15ml #546;Antiseptiques;flacon;2938;0;0;4562;0;18;0;6;2027-08-20;Vente par flacon — import catalogue
MED-0547;Amlodipine 100mg (ref 547);Antiseptiques;comprime_plaquette;2042;3036;91080;0;30;280;0;24;2027-09-21;Vente par comprimé ou plaquette — import catalogue
MED-0548;Doxycycline 500mg (ref 548);Sirops;comprime_plaquette;879;1709;51270;0;30;215;0;27;2028-02-14;Vente par comprimé ou plaquette — import catalogue
MED-0549;Metronidazole 50mg (ref 549);Gastro;comprime_plaquette;1888;2693;21544;0;8;481;0;19;2029-01-07;Vente par comprimé ou plaquette — import catalogue
MED-0550;Tramadol 10mg (ref 550);Ophtalmologie;comprime_plaquette;967;2143;21430;0;10;586;0;18;2028-10-24;Vente par comprimé ou plaquette — import catalogue
MED-0551;Amlodipine 10mg (ref 551);Pédiatrie;comprime_plaquette;542;825;24384;0;30;126;0;17;2029-01-06;Vente par comprimé ou plaquette — import catalogue
MED-0552;Diclofénac 5mg (ref 552);Gynécologie;comprime_plaquette;1545;2164;25968;0;12;643;0;27;2027-11-14;Vente par comprimé ou plaquette — import catalogue
MED-0553;Suspension amoxicilline 120ml #553;Antibiotiques;flacon;2429;0;0;4308;0;42;0;19;2027-07-19;Vente par flacon — import catalogue
MED-0554;Ciprofloxacine 50mg (ref 554);Cardiologie;comprime_plaquette;2124;2967;59340;0;20;738;0;22;2028-01-20;Vente par comprimé ou plaquette — import catalogue
MED-0555;Fluconazole 10mg (ref 555);Antibiotiques;comprime_plaquette;505;990;23760;0;24;317;0;26;2028-02-21;Vente par comprimé ou plaquette — import catalogue
MED-0556;Cotrimoxazole 100mg (ref 556);Antalgiques;comprime_plaquette;2050;2762;63861;0;24;672;0;15;2027-07-01;Vente par comprimé ou plaquette — import catalogue
MED-0557;Zinc 1000mg (ref 557);Vitamines;comprime_plaquette;1291;2067;41340;0;20;747;0;18;2029-01-23;Vente par comprimé ou plaquette — import catalogue
MED-0558;Albendazole 10mg (ref 558);Antipaludéens;comprime_plaquette;1267;1830;21960;0;12;45;0;17;2027-07-31;Vente par comprimé ou plaquette — import catalogue
MED-0559;Amoxicilline 250mg (ref 559);Dermatologie;comprime_plaquette;805;1193;11249;0;10;276;0;9;2027-05-07;Vente par comprimé ou plaquette — import catalogue
MED-0560;Sirop toux 120ml #560;Sirops;flacon;1635;0;0;7673;0;74;0;6;2028-03-06;Vente par flacon — import catalogue
MED-0561;Metformine 500mg (ref 561);Antidiabétiques;comprime_plaquette;1925;2866;57320;0;20;780;0;25;2028-09-29;Vente par comprimé ou plaquette — import catalogue
MED-0562;Acide folique 400mg (ref 562);Antiseptiques;comprime_plaquette;2282;3312;66240;0;20;729;0;26;2027-04-22;Vente par comprimé ou plaquette — import catalogue
MED-0563;Acide folique 50mg (ref 563);Sirops;comprime_plaquette;2471;3328;49920;0;15;585;0;6;2027-03-18;Vente par comprimé ou plaquette — import catalogue
MED-0564;Albendazole 875mg (ref 564);Gastro;comprime_plaquette;1876;2641;26410;0;10;473;0;12;2028-12-12;Vente par comprimé ou plaquette — import catalogue
MED-0565;Fluconazole 1000mg (ref 565);Ophtalmologie;comprime_plaquette;1541;2510;75300;0;30;762;0;11;2027-12-31;Vente par comprimé ou plaquette — import catalogue
MED-0566;Metformine 100mg (ref 566);Pédiatrie;comprime_plaquette;204;405;9341;0;24;406;0;6;2028-05-16;Vente par comprimé ou plaquette — import catalogue
MED-0567;Sirop antipaludéen 120ml #567;Antipaludéens;flacon;3079;0;0;3664;0;21;0;10;2028-10-23;Vente par flacon — import catalogue
MED-0568;Artéméther 250mg (ref 568);Antihistaminiques;comprime_plaquette;1332;2010;22486;0;12;350;0;24;2027-04-26;Vente par comprimé ou plaquette — import catalogue
MED-0569;Zinc 5mg (ref 569);Cardiologie;comprime_plaquette;1518;2811;84330;0;30;583;0;16;2027-05-18;Vente par comprimé ou plaquette — import catalogue
MED-0570;Fluconazole 1000mg (ref 570);Antibiotiques;comprime_plaquette;737;1000;20000;0;20;537;0;10;2028-05-03;Vente par comprimé ou plaquette — import catalogue
MED-0571;Céfixime 10mg (ref 571);Antalgiques;comprime_plaquette;264;476;7140;0;15;699;0;15;2028-02-07;Vente par comprimé ou plaquette — import catalogue
MED-0572;Fer 875mg (ref 572);Vitamines;comprime_plaquette;2022;3182;31820;0;10;594;0;29;2028-12-28;Vente par comprimé ou plaquette — import catalogue
MED-0573;Paracétamol 500mg (ref 573);Antipaludéens;comprime_plaquette;885;1517;36408;0;24;648;0;24;2027-11-09;Vente par comprimé ou plaquette — import catalogue
MED-0574;Sirop vitamine 60ml #574;Vitamines;flacon;3595;0;0;4129;0;53;0;30;2027-06-29;Vente par flacon — import catalogue
MED-0575;Acide folique 875mg (ref 575);Antihypertenseurs;comprime_plaquette;1639;3065;61300;0;20;403;0;21;2028-08-06;Vente par comprimé ou plaquette — import catalogue
MED-0576;Metformine 200mg (ref 576);Antidiabétiques;comprime_plaquette;945;1314;10103;0;8;118;0;10;2028-09-05;Vente par comprimé ou plaquette — import catalogue
MED-0577;Céfixime 250mg (ref 577);Antiseptiques;comprime_plaquette;188;368;8832;0;24;238;0;26;2028-05-12;Vente par comprimé ou plaquette — import catalogue
MED-0578;Metronidazole 400mg (ref 578);Sirops;comprime_plaquette;2308;3494;69880;0;20;465;0;25;2027-05-17;Vente par comprimé ou plaquette — import catalogue
MED-0579;Albendazole 100mg (ref 579);Gastro;comprime_plaquette;1316;1980;14665;0;8;202;0;30;2027-11-17;Vente par comprimé ou plaquette — import catalogue
MED-0580;Céfixime 500mg (ref 580);Ophtalmologie;comprime_plaquette;1795;3465;65907;0;20;665;0;17;2028-05-21;Vente par comprimé ou plaquette — import catalogue
MED-0581;Sirop paracétamol 120ml #581;Sirops;flacon;869;0;0;4690;0;20;0;22;2027-03-11;Vente par flacon — import catalogue
MED-0582;Prednisolone 5mg (ref 582);Gynécologie;comprime_plaquette;2153;3196;25257;0;8;386;0;21;2027-06-21;Vente par comprimé ou plaquette — import catalogue
MED-0583;Vitamine C 875mg (ref 583);Antihistaminiques;comprime_plaquette;242;454;9080;0;20;410;0;17;2029-01-09;Vente par comprimé ou plaquette — import catalogue
MED-0584;Paracétamol 200mg (ref 584);Cardiologie;comprime_plaquette;1178;2285;22850;0;10;578;0;14;2028-12-13;Vente par comprimé ou plaquette — import catalogue
MED-0585;Ciprofloxacine 875mg (ref 585);Antibiotiques;comprime_plaquette;2383;3356;80544;0;24;31;0;22;2028-09-23;Vente par comprimé ou plaquette — import catalogue
MED-0586;Ciprofloxacine 500mg (ref 586);Antalgiques;comprime_plaquette;74;120;960;0;8;580;0;7;2028-01-11;Vente par comprimé ou plaquette — import catalogue
MED-0587;Doxycycline 1000mg (ref 587);Vitamines;comprime_plaquette;1291;1790;17900;0;10;165;0;10;2027-09-09;Vente par comprimé ou plaquette — import catalogue
MED-0588;Lotion cutanée 100ml #588;Dermatologie;flacon;3326;0;0;8338;0;37;0;11;2027-06-30;Vente par flacon — import catalogue
MED-0589;Azithromycine 5mg (ref 589);Dermatologie;comprime_plaquette;227;322;9660;0;30;582;0;19;2028-12-24;Vente par comprimé ou plaquette — import catalogue
MED-0590;Céfixime 500mg (ref 590);Antihypertenseurs;comprime_plaquette;1340;2851;33460;0;12;518;0;15;2028-03-04;Vente par comprimé ou plaquette — import catalogue
MED-0591;Ciprofloxacine 400mg (ref 591);Antidiabétiques;comprime_plaquette;805;1267;10136;0;8;345;0;20;2028-06-08;Vente par comprimé ou plaquette — import catalogue
MED-0592;Vitamine B 5mg (ref 592);Antiseptiques;comprime_plaquette;889;1352;31323;0;24;343;0;18;2027-08-24;Vente par comprimé ou plaquette — import catalogue
MED-0593;Paracétamol 1000mg (ref 593);Sirops;comprime_plaquette;1713;3318;33180;0;10;466;0;13;2028-03-07;Vente par comprimé ou plaquette — import catalogue
MED-0594;Ciprofloxacine 1000mg (ref 594);Gastro;comprime_plaquette;1164;1995;29925;0;15;518;0;22;2027-06-24;Vente par comprimé ou plaquette — import catalogue
MED-0595;Collyre 100ml #595;Ophtalmologie;flacon;3444;0;0;6469;0;15;0;13;2027-07-26;Vente par flacon — import catalogue
MED-0596;Céfixime 400mg (ref 596);Pédiatrie;comprime_plaquette;2222;3104;34492;0;12;39;0;21;2028-12-10;Vente par comprimé ou plaquette — import catalogue
MED-0597;Paracétamol 5mg (ref 597);Gynécologie;comprime_plaquette;1197;1759;32468;0;20;286;0;22;2028-09-07;Vente par comprimé ou plaquette — import catalogue
MED-0598;Amlodipine 100mg (ref 598);Antihistaminiques;comprime_plaquette;882;1707;20484;0;12;770;0;14;2027-07-20;Vente par comprimé ou plaquette — import catalogue
MED-0599;Metformine 10mg (ref 599);Cardiologie;comprime_plaquette;267;470;9400;0;20;698;0;12;2028-11-22;Vente par comprimé ou plaquette — import catalogue
MED-0600;Cotrimoxazole 100mg (ref 600);Antibiotiques;comprime_plaquette;1085;2205;63855;0;30;599;0;26;2027-08-01;Vente par comprimé ou plaquette — import catalogue
MED-0601;Albendazole 200mg (ref 601);Antalgiques;comprime_plaquette;136;265;3180;0;12;84;0;13;2028-03-17;Vente par comprimé ou plaquette — import catalogue
MED-0602;Solution buvable 100ml #602;Pédiatrie;flacon;975;0;0;6977;0;31;0;21;2028-03-08;Vente par flacon — import catalogue
MED-0603;Acide folique 200mg (ref 603);Antipaludéens;comprime_plaquette;133;290;4350;0;15;125;0;27;2028-08-19;Vente par comprimé ou plaquette — import catalogue
MED-0604;Prednisolone 875mg (ref 604);Dermatologie;comprime_plaquette;1659;3138;94140;0;30;198;0;17;2029-01-02;Vente par comprimé ou plaquette — import catalogue
MED-0605;Acide folique 1000mg (ref 605);Antihypertenseurs;comprime_plaquette;1997;2776;52195;0;20;248;0;21;2028-04-23;Vente par comprimé ou plaquette — import catalogue
MED-0606;Fer 1000mg (ref 606);Antidiabétiques;comprime_plaquette;1989;3346;50190;0;15;533;0;9;2028-05-28;Vente par comprimé ou plaquette — import catalogue
MED-0607;Azithromycine 400mg (ref 607);Antiseptiques;comprime_plaquette;1419;2207;16507;0;8;390;0;24;2027-07-04;Vente par comprimé ou plaquette — import catalogue
MED-0608;Cotrimoxazole 400mg (ref 608);Sirops;comprime_plaquette;1878;3422;49996;0;15;510;0;11;2028-10-29;Vente par comprimé ou plaquette — import catalogue
MED-0609;Solution antiseptique 100ml #609;Antiseptiques;flacon;3451;0;0;8326;0;57;0;5;2027-11-09;Vente par flacon — import catalogue
MED-0610;Amoxicilline 100mg (ref 610);Ophtalmologie;comprime_plaquette;1258;2526;50520;0;20;60;0;23;2027-08-02;Vente par comprimé ou plaquette — import catalogue
MED-0611;Amoxicilline 100mg (ref 611);Pédiatrie;comprime_plaquette;506;837;10044;0;12;597;0;25;2027-03-24;Vente par comprimé ou plaquette — import catalogue
MED-0612;Albendazole 875mg (ref 612);Gynécologie;comprime_plaquette;577;987;7896;0;8;513;0;10;2027-10-15;Vente par comprimé ou plaquette — import catalogue
MED-0613;Oméprazole 5mg (ref 613);Antihistaminiques;comprime_plaquette;2095;3354;33540;0;10;658;0;26;2028-08-09;Vente par comprimé ou plaquette — import catalogue
MED-0614;Artéméther 100mg (ref 614);Cardiologie;comprime_plaquette;1607;2908;69792;0;24;624;0;7;2027-10-26;Vente par comprimé ou plaquette — import catalogue
MED-0615;Acide folique 50mg (ref 615);Antibiotiques;comprime_plaquette;247;544;5440;0;10;536;0;26;2028-05-07;Vente par comprimé ou plaquette — import catalogue
MED-0616;Gouttes auriculaires 100ml #616;Antiseptiques;flacon;3280;0;0;2288;0;27;0;20;2028-11-23;Vente par flacon — import catalogue
MED-0617;Diclofénac 250mg (ref 617);Vitamines;comprime_plaquette;1367;2276;65451;0;30;153;0;24;2028-09-07;Vente par comprimé ou plaquette — import catalogue
MED-0618;Paracétamol 50mg (ref 618);Antipaludéens;comprime_plaquette;1022;1823;35088;0;20;254;0;30;2028-07-10;Vente par comprimé ou plaquette — import catalogue
MED-0619;Zinc 50mg (ref 619);Dermatologie;comprime_plaquette;1736;2512;30144;0;12;733;0;23;2027-06-13;Vente par comprimé ou plaquette — import catalogue
MED-0620;Oméprazole 100mg (ref 620);Antihypertenseurs;comprime_plaquette;1396;2054;24648;0;12;105;0;14;2028-11-06;Vente par comprimé ou plaquette — import catalogue
MED-0621;Céfixime 50mg (ref 621);Antidiabétiques;comprime_plaquette;394;874;10488;0;12;27;0;23;2028-08-21;Vente par comprimé ou plaquette — import catalogue
MED-0622;Metronidazole 10mg (ref 622);Antiseptiques;comprime_plaquette;1057;1636;13088;0;8;343;0;18;2028-03-09;Vente par comprimé ou plaquette — import catalogue
MED-0623;Suspension amoxicilline 60ml #623;Antibiotiques;flacon;1433;0;0;4990;0;79;0;13;2027-11-27;Vente par flacon — import catalogue
MED-0624;Céfixime 50mg (ref 624);Gastro;comprime_plaquette;1011;1597;31940;0;20;426;0;29;2027-09-29;Vente par comprimé ou plaquette — import catalogue
MED-0625;Oméprazole 10mg (ref 625);Ophtalmologie;comprime_plaquette;1417;2383;71490;0;30;588;0;20;2027-11-19;Vente par comprimé ou plaquette — import catalogue
MED-0626;Vitamine C 5mg (ref 626);Pédiatrie;comprime_plaquette;2164;3271;39252;0;12;695;0;8;2027-10-26;Vente par comprimé ou plaquette — import catalogue
MED-0627;Metformine 100mg (ref 627);Gynécologie;comprime_plaquette;589;978;7824;0;8;583;0;24;2029-02-15;Vente par comprimé ou plaquette — import catalogue
MED-0628;Cotrimoxazole 250mg (ref 628);Antihistaminiques;comprime_plaquette;1251;1693;15698;0;10;168;0;20;2028-11-08;Vente par comprimé ou plaquette — import catalogue
MED-0629;Oméprazole 500mg (ref 629);Cardiologie;comprime_plaquette;607;1177;8691;0;8;413;0;17;2028-11-22;Vente par comprimé ou plaquette — import catalogue
MED-0630;Sirop toux 15ml #630;Sirops;flacon;1973;0;0;7329;0;12;0;29;2027-08-31;Vente par flacon — import catalogue
MED-0631;Prednisolone 200mg (ref 631);Antalgiques;comprime_plaquette;73;143;2145;0;15;550;0;14;2027-09-20;Vente par comprimé ou plaquette — import catalogue
MED-0632;Amoxicilline 5mg (ref 632);Vitamines;comprime_plaquette;1458;2212;44240;0;20;710;0;6;2028-03-07;Vente par comprimé ou plaquette — import catalogue
MED-0633;Chloroquine 250mg (ref 633);Antipaludéens;comprime_plaquette;340;455;4550;0;10;381;0;26;2028-04-12;Vente par comprimé ou plaquette — import catalogue
MED-0634;Acide folique 5mg (ref 634);Dermatologie;comprime_plaquette;1009;2220;22200;0;10;112;0;22;2027-12-21;Vente par comprimé ou plaquette — import catalogue
MED-0635;Albendazole 10mg (ref 635);Antihypertenseurs;comprime_plaquette;845;1525;30500;0;20;251;0;24;2027-09-20;Vente par comprimé ou plaquette — import catalogue
MED-0636;Metformine 50mg (ref 636);Antidiabétiques;comprime_plaquette;62;119;2380;0;20;129;0;22;2027-05-18;Vente par comprimé ou plaquette — import catalogue
MED-0637;Sirop antipaludéen 15ml #637;Antipaludéens;flacon;2005;0;0;4285;0;19;0;30;2028-08-11;Vente par flacon — import catalogue
MED-0638;Artéméther 10mg (ref 638);Sirops;comprime_plaquette;2084;3349;100470;0;30;406;0;23;2028-07-12;Vente par comprimé ou plaquette — import catalogue
MED-0639;Zinc 400mg (ref 639);Gastro;comprime_plaquette;1100;1491;44730;0;30;491;0;23;2027-04-02;Vente par comprimé ou plaquette — import catalogue
MED-0640;Amlodipine 500mg (ref 640);Ophtalmologie;comprime_plaquette;212;376;4512;0;12;245;0;26;2029-02-20;Vente par comprimé ou plaquette — import catalogue
MED-0641;Chloroquine 1000mg (ref 641);Pédiatrie;comprime_plaquette;935;1546;22878;0;15;274;0;14;2027-06-08;Vente par comprimé ou plaquette — import catalogue
MED-0642;Acide folique 1000mg (ref 642);Gynécologie;comprime_plaquette;1729;2371;18968;0;8;382;0;11;2028-10-12;Vente par comprimé ou plaquette — import catalogue
MED-0643;Artéméther 100mg (ref 643);Antihistaminiques;comprime_plaquette;2112;2898;68089;0;24;260;0;28;2027-11-07;Vente par comprimé ou plaquette — import catalogue
MED-0644;Sirop vitamine 120ml #644;Vitamines;flacon;1646;0;0;3377;0;30;0;12;2028-11-27;Vente par flacon — import catalogue
MED-0645;Fer 100mg (ref 645);Antibiotiques;comprime_plaquette;260;536;16023;0;30;524;0;24;2027-03-11;Vente par comprimé ou plaquette — import catalogue
MED-0646;Zinc 10mg (ref 646);Antalgiques;comprime_plaquette;1164;2075;16600;0;8;608;0;13;2028-07-19;Vente par comprimé ou plaquette — import catalogue
MED-0647;Azithromycine 10mg (ref 647);Vitamines;comprime_plaquette;893;1729;20748;0;12;75;0;21;2028-05-11;Vente par comprimé ou plaquette — import catalogue
MED-0648;Amlodipine 10mg (ref 648);Antipaludéens;comprime_plaquette;1195;2158;17264;0;8;198;0;19;2027-07-06;Vente par comprimé ou plaquette — import catalogue
MED-0649;Fluconazole 10mg (ref 649);Dermatologie;comprime_plaquette;914;1392;19561;0;15;614;0;8;2028-02-01;Vente par comprimé ou plaquette — import catalogue
MED-0650;Fer 5mg (ref 650);Antihypertenseurs;comprime_plaquette;588;1163;32850;0;30;647;0;15;2028-03-13;Vente par comprimé ou plaquette — import catalogue
MED-0651;Sirop paracétamol 100ml #651;Sirops;flacon;2842;0;0;4972;0;31;0;18;2029-02-19;Vente par flacon — import catalogue
MED-0652;Zinc 1000mg (ref 652);Antiseptiques;comprime_plaquette;928;1740;19428;0;12;609;0;26;2027-10-25;Vente par comprimé ou plaquette — import catalogue
MED-0653;Metronidazole 875mg (ref 653);Sirops;comprime_plaquette;656;1065;31950;0;30;220;0;9;2027-08-05;Vente par comprimé ou plaquette — import catalogue
MED-0654;Amlodipine 250mg (ref 654);Gastro;comprime_plaquette;1095;1826;18260;0;10;665;0;21;2028-09-01;Vente par comprimé ou plaquette — import catalogue
MED-0655;Albendazole 1000mg (ref 655);Ophtalmologie;comprime_plaquette;1130;2093;62790;0;30;601;0;6;2028-04-15;Vente par comprimé ou plaquette — import catalogue
MED-0656;Metronidazole 100mg (ref 656);Pédiatrie;comprime_plaquette;681;982;7856;0;8;664;0;8;2028-06-07;Vente par comprimé ou plaquette — import catalogue
MED-0657;Albendazole 1000mg (ref 657);Gynécologie;comprime_plaquette;880;1578;18936;0;12;283;0;16;2027-03-25;Vente par comprimé ou plaquette — import catalogue
MED-0658;Lotion cutanée 200ml #658;Dermatologie;flacon;1296;0;0;4376;0;30;0;23;2028-10-14;Vente par flacon — import catalogue
MED-0659;Prednisolone 10mg (ref 659);Cardiologie;comprime_plaquette;1764;3296;32960;0;10;542;0;20;2028-06-04;Vente par comprimé ou plaquette — import catalogue
MED-0660;Ibuprofène 50mg (ref 660);Antibiotiques;comprime_plaquette;749;1273;25460;0;20;191;0;25;2028-02-13;Vente par comprimé ou plaquette — import catalogue
MED-0661;Oméprazole 5mg (ref 661);Antalgiques;comprime_plaquette;1238;1757;32784;0;20;253;0;15;2028-01-23;Vente par comprimé ou plaquette — import catalogue
MED-0662;Prednisolone 875mg (ref 662);Vitamines;comprime_plaquette;754;1195;28680;0;24;475;0;29;2028-03-10;Vente par comprimé ou plaquette — import catalogue
MED-0663;Albendazole 5mg (ref 663);Antipaludéens;comprime_plaquette;1116;1944;35841;0;20;765;0;12;2029-01-10;Vente par comprimé ou plaquette — import catalogue
MED-0664;Artéméther 500mg (ref 664);Dermatologie;comprime_plaquette;445;783;7790;0;10;504;0;22;2027-04-29;Vente par comprimé ou plaquette — import catalogue
MED-0665;Collyre 60ml #665;Ophtalmologie;flacon;3957;0;0;4752;0;72;0;29;2027-05-29;Vente par flacon — import catalogue
MED-0666;Metronidazole 875mg (ref 666);Antidiabétiques;comprime_plaquette;349;736;14720;0;20;419;0;14;2027-10-25;Vente par comprimé ou plaquette — import catalogue
MED-0667;Chloroquine 875mg (ref 667);Antiseptiques;comprime_plaquette;1300;2666;39990;0;15;194;0;5;2027-04-09;Vente par comprimé ou plaquette — import catalogue
MED-0668;Cotrimoxazole 1000mg (ref 668);Sirops;comprime_plaquette;1015;1432;42960;0;30;573;0;13;2028-09-16;Vente par comprimé ou plaquette — import catalogue
MED-0669;Metformine 100mg (ref 669);Gastro;comprime_plaquette;1161;2308;55392;0;24;666;0;28;2028-12-15;Vente par comprimé ou plaquette — import catalogue
MED-0670;Tramadol 50mg (ref 670);Ophtalmologie;comprime_plaquette;1745;2720;54400;0;20;375;0;20;2028-09-07;Vente par comprimé ou plaquette — import catalogue
MED-0671;Chloroquine 500mg (ref 671);Pédiatrie;comprime_plaquette;761;1361;19277;0;15;20;0;21;2027-07-22;Vente par comprimé ou plaquette — import catalogue
MED-0672;Solution buvable 120ml #672;Pédiatrie;flacon;1974;0;0;5343;0;73;0;5;2029-02-06;Vente par flacon — import catalogue
